id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2024-5323,2024-06-26,000001,Vente,240000,,,AV DE BELLE FERME,0041,01170,01173,Gex,01,,,01173000AH0194,,,408,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.065041,46.332887
2024-5323,2024-06-26,000001,Vente,240000,256,,AV DE BELLE FERME,0041,01170,01173,Gex,01,,,01173000AH0194,,,287,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.065041,46.332887
2024-5384,2024-06-18,000001,Vente,425000,75,,RUE DES VERTES CAMPAGNES,0755,01170,01173,Gex,01,,,01173000AP0007,,,586,81.74,,,,,,,,,1,4,Local industriel. commercial ou assimilé,80,0,,,,,,6.047194,46.323864
2024-5384,2024-06-18,000001,Vente,425000,75,,RUE DES VERTES CAMPAGNES,0755,01170,01173,Gex,01,,,01173000AP0007,,,585,74.68,,,,,,,,,1,4,Local industriel. commercial ou assimilé,80,0,,,,,,6.047194,46.323864
2024-5413,2024-07-03,000001,Vente,141200,210,,RUE DES USINIERS,0745,01170,01173,Gex,01,,,01173000AC0057,,,28,31.67,3,,,,,,,,2,2,Appartement,32,1,,,,,,6.063602,46.339432
2024-5413,2024-07-03,000001,Vente,141200,210,,RUE DES USINIERS,0745,01170,01173,Gex,01,,,01173000AC0057,,,123,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.063602,46.339432
2024-5413,2024-07-03,000001,Vente,141200,210,,RUE DES USINIERS,0745,01170,01173,Gex,01,,,01173000AC0057,,,28,31.67,3,,,,,,,,2,3,Dépendance,,0,,,,,,6.063602,46.339432
2024-5480,2024-06-10,000001,Vente en l'état futur d'achèvement,369000,,,,,,01173,Gex,01,,,01173000AI0763,,,4,,,,,,,,,,1,,,,,,,,,,6.059273,46.332618
2024-5480,2024-06-10,000001,Vente en l'état futur d'achèvement,369000,,,LA VILLE,B110,01170,01173,Gex,01,,,01173000AI0763,,,40,,,,,,,,,,1,,,,,,,,,,6.059273,46.332618
2024-5488,2024-06-26,000001,Vente,193396.23,371,,RUE DE GEX LA VILLE,0362,01170,01173,Gex,01,,,01173000AI0278,,,444,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.06311,46.336435
2024-5488,2024-06-26,000001,Vente,193396.23,371,,RUE DE GEX LA VILLE,0362,01170,01173,Gex,01,,,01173000AI0278,,,212,43.98,,,,,,,,,1,2,Appartement,44,2,,,,,,6.06311,46.336435
2024-5527,2024-07-01,000001,Vente,255000,254,,AV DE BELLE FERME,0041,01170,01173,Gex,01,,,01173000AH0194,,,13,55.12,,,,,,,,,1,2,Appartement,55,3,,,,,,6.065041,46.332887
2024-5527,2024-07-01,000001,Vente,255000,,,AV DE BELLE FERME,0041,01170,01173,Gex,01,,,01173000AH0194,,,382,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.065041,46.332887
2024-5527,2024-07-01,000001,Vente,255000,254,,AV DE BELLE FERME,0041,01170,01173,Gex,01,,,01173000AH0194,,,49,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.065041,46.332887
2024-5549,2024-06-28,000001,Vente,670000,,,LA BARAQUE,B003,01170,01173,Gex,01,,,011730000E0411,,,,,,,,,,,,,0,,,,,S,sols,,,54,6.06128,46.344484
2024-5549,2024-06-28,000001,Vente,670000,,,LA BARAQUE,B003,01170,01173,Gex,01,,,011730000E0422,,,,,,,,,,,,,0,,,,,S,sols,,,2066,6.061127,46.345604
2024-5549,2024-06-28,000001,Vente,670000,,,LA BARAQUE,B003,01170,01173,Gex,01,,,011730000E0423,,,,,,,,,,,,,0,,,,,S,sols,,,40,6.060499,46.345708
2024-5549,2024-06-28,000001,Vente,670000,190,,CHE DES ROSIERS,0664,01170,01173,Gex,01,,,011730000E0922,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1179,6.060541,46.345903
2024-5549,2024-06-28,000001,Vente,670000,190,,CHE DES ROSIERS,0664,01170,01173,Gex,01,,,011730000E0922,,,,,,,,,,,,,0,1,Maison,95,4,S,sols,,,1179,6.060541,46.345903
2024-5557,2024-06-17,000001,Vente,399000,129,,IMP DU BAILLIAGE,1060,01170,01173,Gex,01,,,01173000AM0011,,,2,,54,80.71,,,,,,,2,3,Dépendance,,0,,,,,,6.056376,46.326706
2024-5557,2024-06-17,000001,Vente,399000,129,,IMP DU BAILLIAGE,1060,01170,01173,Gex,01,,,01173000AM0011,,,2,,54,80.71,,,,,,,2,2,Appartement,81,4,,,,,,6.056376,46.326706
2024-5559,2024-06-14,000001,Vente,832000,,,EN CABOUE,B007,01170,01173,Gex,01,,,01173000AM0290,,,,,,,,,,,,,0,,,,,S,sols,,,130,6.056049,46.323175
2024-5559,2024-06-14,000001,Vente,832000,78,,VOIE ROMAINE,0775,01170,01173,Gex,01,,,01173000AO0166,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,770,6.055927,46.323124
2024-5559,2024-06-14,000001,Vente,832000,78,,VOIE ROMAINE,0775,01170,01173,Gex,01,,,01173000AO0166,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,770,6.055927,46.323124
2024-5559,2024-06-14,000001,Vente,832000,78,,VOIE ROMAINE,0775,01170,01173,Gex,01,,,01173000AO0166,,,,,,,,,,,,,0,1,Maison,169,6,S,sols,,,770,6.055927,46.323124
2024-5654,2024-06-20,000001,Vente,170000,9001,,RUE DES VERTES CAMPAGNES,0755,01170,01173,Gex,01,,,01173000AP0007,,,1079,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.047194,46.323864
2024-5654,2024-06-20,000001,Vente,170000,34,,IMP DES CAMPAGNOLS,1150,01170,01173,Gex,01,,,01173000AP0007,,,701,,728,,,,,,,,2,2,Appartement,77,3,,,,,,6.047194,46.323864
2024-5654,2024-06-20,000001,Vente,170000,34,,IMP DES CAMPAGNOLS,1150,01170,01173,Gex,01,,,01173000AP0007,,,701,,728,,,,,,,,2,3,Dépendance,,0,,,,,,6.047194,46.323864
2024-5778,2024-06-24,000002,Vente,330000,,,LA BARAQUE,B003,01170,01173,Gex,01,,,011730000E1185,,,,,,,,,,,,,0,,,,,S,sols,,,500,6.061786,46.344104
2024-5855,2024-07-05,000001,Vente,284000,,,AV DE BELLE FERME,0041,01170,01173,Gex,01,,,01173000AH0194,,,417,12,,,,,,,,,1,3,Dépendance,,0,,,,,,6.065041,46.332887
2024-5855,2024-07-05,000001,Vente,284000,250,,AV DE BELLE FERME,0041,01170,01173,Gex,01,,,01173000AH0194,,,262,12.45,,,,,,,,,1,3,Dépendance,,0,,,,,,6.065041,46.332887
2024-5855,2024-07-05,000001,Vente,284000,250,,AV DE BELLE FERME,0041,01170,01173,Gex,01,,,01173000AH0194,,,226,61.45,,,,,,,,,1,2,Appartement,61,3,,,,,,6.065041,46.332887
2024-5871,2024-07-15,000001,Vente,534905,85,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0245,,,110,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.057043,46.338651
2024-5871,2024-07-15,000001,Vente,534905,85,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0245,,,35,,,,,,,,,,1,2,Appartement,99,4,,,,,,6.057043,46.338651
2024-5871,2024-07-15,000001,Vente,534905,85,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0245,,,109,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.057043,46.338651
2024-5872,2024-07-04,000001,Vente,238850,173,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0099,,,280,,292,,,,,,,,2,3,Dépendance,,0,,,,,,6.063262,46.331279
2024-5872,2024-07-04,000001,Vente,238850,173,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0099,,,280,,292,,,,,,,,2,2,Appartement,50,2,,,,,,6.063262,46.331279
2024-5904,2024-06-20,000001,Vente en l'état futur d'achèvement,25000,,,,,,01173,Gex,01,,,01173000AI0763,,,111,,,,,,,,,,1,,,,,,,,,,6.059273,46.332618
2024-5907,2024-07-09,000003,Vente,1,,,DERDE,B025,01170,01173,Gex,01,,,01173000AD0270,,,,,,,,,,,,,0,,,,,S,sols,,,178,6.070787,46.33613
2024-5907,2024-07-09,000003,Vente,1,,,PETITES TATES,B069,01170,01173,Gex,01,,,01173000AE0099,,,,,,,,,,,,,0,,,,,S,sols,,,297,6.072041,46.335784
2024-5939,2024-06-26,000001,Vente,400000,,,LES FOURCHES,B038,01170,01173,Gex,01,,,01173000AB0261,,,,,,,,,,,,,0,,,,,S,sols,,,219,6.060262,46.338678
2024-5939,2024-06-26,000001,Vente,400000,,,AV PERDTEMPS,0620,01170,01173,Gex,01,,,01173000AC0498,,,,,,,,,,,,,0,,,,,S,sols,,,58,6.060681,46.33876
2024-5939,2024-06-26,000001,Vente,400000,,,GEX LA VILLE,B042,01170,01173,Gex,01,,,01173000AC0499,,,,,,,,,,,,,0,,,,,T,terres,,,808,6.061111,46.338218
2024-5939,2024-06-26,000001,Vente,400000,,,RES DU CRET,A013,01170,01173,Gex,01,,,01173000AC0673,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,832,6.060501,46.338797
2024-6009,2024-07-12,000001,Vente,195000,882,,AV FRANCIS BLANCHARD,0309,01170,01173,Gex,01,,,01173000AP0067,,,12,42.32,,,,,,,,,1,2,Appartement,42,2,,,,,,6.053835,46.324253
2024-6009,2024-07-12,000001,Vente,195000,882,,AV FRANCIS BLANCHARD,0309,01170,01173,Gex,01,,,01173000AP0067,,,125,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.053835,46.324253
2024-6074,2024-07-11,000001,Vente,150000,456,,CHE DE MONCHANAIS,0565,01170,01173,Gex,01,,,011730000C0152,,,,,,,,,,,,,0,1,Maison,37,2,S,sols,,,1460,6.041546,46.340374
2024-6080,2024-06-27,000001,Vente,250000,35,,RUE DE PITEGNY,0644,01170,01173,Gex,01,,,01173000AD0248,,,154,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.070893,46.33647
2024-6080,2024-06-27,000001,Vente,250000,35,,RUE DE PITEGNY,0644,01170,01173,Gex,01,,,01173000AD0248,,,50,65.35,,,,,,,,,1,2,Appartement,65,3,,,,,,6.070893,46.33647
2024-6140,2024-06-27,000001,Vente,224000,60,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0188,,,13,44.29,,,,,,,,,1,2,Appartement,44,2,,,,,,6.055875,46.341408
2024-6140,2024-06-27,000001,Vente,224000,60,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0188,,,57,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.055875,46.341408
2024-6140,2024-06-27,000001,Vente,224000,,,PRE VERT,B083,01170,01173,Gex,01,,,01173000AB0208,,,,,,,,,,,,,0,,,,,S,sols,,,12,6.056311,46.341361
2024-6162,2024-07-12,000001,Vente,186684,333,,RUE DE GENEVE,0360,01170,01173,Gex,01,,,01173000AH0024,,,33,55.17,,,,,,,,,1,2,Appartement,54,2,,,,,,6.059932,46.329363
2024-6162,2024-07-12,000001,Vente,186684,333,,RUE DE GENEVE,0360,01170,01173,Gex,01,,,01173000AH0024,,,76,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.059932,46.329363
2024-6166,2024-07-18,000001,Vente,20000,333,,RUE DE GENEVE,0360,01170,01173,Gex,01,,,01173000AH0024,,,101,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.059932,46.329363
2024-6203,2024-07-18,000001,Vente,148730,217,,RUE LEONE DE JOINVILLE,0520,01170,01173,Gex,01,,,01173000AI0010,,,79,,98,50.46,,,,,,,2,2,Appartement,51,2,,,,,,6.054994,46.332585
2024-6203,2024-07-18,000001,Vente,148730,217,,RUE LEONE DE JOINVILLE,0520,01170,01173,Gex,01,,,01173000AI0010,,,141,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.054994,46.332585
2024-6203,2024-07-18,000001,Vente,148730,217,,RUE LEONE DE JOINVILLE,0520,01170,01173,Gex,01,,,01173000AI0010,,,79,,98,50.46,,,,,,,2,3,Dépendance,,0,,,,,,6.054994,46.332585
2024-6253,2024-07-18,000001,Vente en l'état futur d'achèvement,32000,,,GEX LA VILLE,B042,01170,01173,Gex,01,,,01173000AC0120,,,94,,,,,,,,,,1,,,,,,,,,,6.063305,46.335832
2024-6253,2024-07-18,000001,Vente en l'état futur d'achèvement,32000,,,GEX LA VILLE,B042,01170,01173,Gex,01,,,01173000AC0120,,,33,,,,,,,,,,1,,,,,,,,,,6.063305,46.335832
2024-6342,2024-06-05,000001,Vente,250100,409,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0142,,,431,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.061883,46.330288
2024-6342,2024-06-05,000001,Vente,250100,409,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0142,,,427,,438,,,,,,,,2,2,Appartement,48,1,,,,,,6.061883,46.330288
2024-6342,2024-06-05,000001,Vente,250100,409,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0142,,,427,,438,,,,,,,,2,3,Dépendance,,0,,,,,,6.061883,46.330288
2024-6345,2024-07-24,000001,Vente,285000,36,,IMP DES CAMPAGNOLS,1150,01170,01173,Gex,01,,,01173000AP0007,,,642,,,,,,,,,,1,2,Appartement,91,4,,,,,,6.047194,46.323864
2024-6345,2024-07-24,000001,Vente,285000,36,,IMP DES CAMPAGNOLS,1150,01170,01173,Gex,01,,,01173000AP0007,,,632,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.047194,46.323864
2024-6345,2024-07-24,000001,Vente,285000,9001,,RUE DES VERTES CAMPAGNES,0755,01170,01173,Gex,01,,,01173000AP0007,,,787,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.047194,46.323864
2024-6345,2024-07-24,000001,Vente,285000,9001,,RUE DES VERTES CAMPAGNES,0755,01170,01173,Gex,01,,,01173000AP0007,,,786,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.047194,46.323864
2024-6363,2024-07-09,000001,Vente,252500,195,,RUE DE GENEVE,0360,01170,01173,Gex,01,,,01173000AH0036,,,51,,75,48.8,,,,,,,2,2,Appartement,49,2,,,,,,6.059729,46.330925
2024-6363,2024-07-09,000001,Vente,252500,195,,RUE DE GENEVE,0360,01170,01173,Gex,01,,,01173000AH0036,,,51,,75,48.8,,,,,,,2,3,Dépendance,,0,,,,,,6.059729,46.330925
2024-6363,2024-07-09,000001,Vente,252500,195,,RUE DE GENEVE,0360,01170,01173,Gex,01,,,01173000AH0036,,,7,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.059729,46.330925
2024-6373,2024-07-04,000001,Vente,327500,85,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0236,,,50,,,,,,,,,,1,2,Appartement,68,3,,,,,,6.056815,46.339469
2024-6373,2024-07-04,000001,Vente,327500,85,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0236,,,124,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.056815,46.339469
2024-6378,2024-07-09,000001,Vente,135000,48,,IMP DU BAILLIAGE,1060,01170,01173,Gex,01,,,01173000AM0301,,,47,30.92,92,,,,,,,,2,2,Appartement,31,1,,,,,,6.056011,46.325406
2024-6378,2024-07-09,000001,Vente,135000,48,,IMP DU BAILLIAGE,1060,01170,01173,Gex,01,,,01173000AM0301,,,47,30.92,92,,,,,,,,2,3,Dépendance,,0,,,,,,6.056011,46.325406
2024-6378,2024-07-09,000001,Vente,135000,48,,IMP DU BAILLIAGE,1060,01170,01173,Gex,01,,,01173000AM0301,,,66,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.056011,46.325406
2024-6379,2024-07-08,000001,Vente,1270000,2181,,RUE DE PITEGNY,0644,01170,01173,Gex,01,,,01173000AY0117,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1692,6.09075,46.324166
2024-6379,2024-07-08,000001,Vente,1270000,2181,,RUE DE PITEGNY,0644,01170,01173,Gex,01,,,01173000AY0117,,,,,,,,,,,,,0,1,Maison,240,6,S,sols,,,1692,6.09075,46.324166
2024-6379,2024-07-08,000001,Vente,1270000,,,VIGNES DE PITEGNY,B109,01170,01173,Gex,01,,,01173000AY0120,,,,,,,,,,,,,0,,,,,P,prés,,,62,6.09104,46.324146
2024-6448,2024-07-19,000001,Vente,292000,886,,AV FRANCIS BLANCHARD,0309,01170,01173,Gex,01,,,01173000AP0067,,,172,,78,67.82,,,,,,,2,3,Dépendance,,0,,,,,,6.053835,46.324253
2024-6448,2024-07-19,000001,Vente,292000,886,,AV FRANCIS BLANCHARD,0309,01170,01173,Gex,01,,,01173000AP0067,,,252,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.053835,46.324253
2024-6448,2024-07-19,000001,Vente,292000,886,,AV FRANCIS BLANCHARD,0309,01170,01173,Gex,01,,,01173000AP0067,,,236,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.053835,46.324253
2024-6448,2024-07-19,000001,Vente,292000,886,,AV FRANCIS BLANCHARD,0309,01170,01173,Gex,01,,,01173000AP0067,,,242,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.053835,46.324253
2024-6448,2024-07-19,000001,Vente,292000,886,,AV FRANCIS BLANCHARD,0309,01170,01173,Gex,01,,,01173000AP0067,,,172,,78,67.82,,,,,,,2,2,Appartement,68,3,,,,,,6.053835,46.324253
2024-6508,2024-07-25,000001,Vente,379200,248,,RUE DE GEX LA VILLE,0362,01170,01173,Gex,01,,,01173000AI0470,,,12,,5,,,,,,,,2,2,Appartement,70,3,,,,,,6.062449,46.334891
2024-6508,2024-07-25,000001,Vente,379200,248,,RUE DE GEX LA VILLE,0362,01170,01173,Gex,01,,,01173000AI0470,,,26,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.062449,46.334891
2024-6508,2024-07-25,000001,Vente,379200,248,,RUE DE GEX LA VILLE,0362,01170,01173,Gex,01,,,01173000AI0470,,,33,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.062449,46.334891
2024-6508,2024-07-25,000001,Vente,379200,248,,RUE DE GEX LA VILLE,0362,01170,01173,Gex,01,,,01173000AI0470,,,12,,5,,,,,,,,2,3,Dépendance,,0,,,,,,6.062449,46.334891
2024-6532,2024-07-25,000002,Vente,1000,39,,RUE DE L OUDAR,0590,01170,01173,Gex,01,,,01173000AC0674,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,47,6.065415,46.337831
2024-6532,2024-07-25,000002,Vente,1000,39,,RUE DE L OUDAR,0590,01170,01173,Gex,01,,,01173000AC0674,,,,,,,,,,,,,0,1,Maison,180,6,S,sols,,,47,6.065415,46.337831
2024-6828,2024-07-31,000001,Vente,134000,204,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0099,,,125,,141,,,,,,,,2,3,Dépendance,,0,,,,,,6.063262,46.331279
2024-6828,2024-07-31,000001,Vente,134000,204,,RUE MARIUS CADOZ,0562,01170,01173,Gex,01,,,01173000AH0099,,,125,,141,,,,,,,,2,2,Appartement,24,1,,,,,,6.063262,46.331279
2024-6912,2024-07-22,000001,Vente en l'état futur d'achèvement,404000,,,LES CONTAMINES,B017,01170,01173,Gex,01,,,01173000AK0211,,,8,77.65,,,,,,,,,1,,,,,,,,,,6.055678,46.332026
2024-6912,2024-07-22,000001,Vente en l'état futur d'achèvement,404000,,,LES CONTAMINES,B017,01170,01173,Gex,01,,,01173000AK0211,,,69,26.44,,,,,,,,,1,,,,,,,,,,6.055678,46.332026
2024-6928,2024-07-05,000001,Vente,295000,60,,RUE DES CHAUMES,0102,01170,01173,Gex,01,,,01173000AD0168,,,182,,,,,,,,,,1,2,Appartement,66,3,,,,,,6.066036,46.339794
2024-6928,2024-07-05,000001,Vente,295000,60,,RUE DES CHAUMES,0102,01170,01173,Gex,01,,,01173000AD0168,,,115,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.066036,46.339794
2024-6928,2024-07-05,000001,Vente,295000,60,,RUE DES CHAUMES,0102,01170,01173,Gex,01,,,01173000AD0168,,,48,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.066036,46.339794
2024-7002,2024-07-19,000001,Vente,247000,9001,,RUE DES VERTES CAMPAGNES,0755,01170,01173,Gex,01,,,01173000AP0007,,,1193,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.047194,46.323864
2024-7002,2024-07-19,000001,Vente,247000,9001,,RUE DES VERTES CAMPAGNES,0755,01170,01173,Gex,01,,,01173000AP0007,,,1233,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.047194,46.323864
2024-7002,2024-07-19,000001,Vente,247000,121,,IMP DES CAMPAGNOLS,1150,01170,01173,Gex,01,,,01173000AP0007,,,1416,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.047194,46.323864
2024-7002,2024-07-19,000001,Vente,247000,121,,IMP DES CAMPAGNOLS,1150,01170,01173,Gex,01,,,01173000AP0007,,,1464,,,,,,,,,,1,2,Appartement,88,4,,,,,,6.047194,46.323864
2024-7007,2024-07-26,000001,Vente,369795.25,32,,IMP DU TRAITE,1990,01170,01173,Gex,01,,,01173000AM0011,,,109,,69,,84,,,,,,3,2,Appartement,83,4,,,,,,6.056376,46.326706
2024-7007,2024-07-26,000001,Vente,369795.25,32,,IMP DU TRAITE,1990,01170,01173,Gex,01,,,01173000AM0011,,,109,,69,,84,,,,,,3,3,Dépendance,,0,,,,,,6.056376,46.326706
2024-7007,2024-07-26,000001,Vente,369795.25,32,,IMP DU TRAITE,1990,01170,01173,Gex,01,,,01173000AM0011,,,109,,69,,84,,,,,,3,3,Dépendance,,0,,,,,,6.056376,46.326706
2024-7010,2024-07-15,000001,Vente,329000,346,,RUE DE PRE BAILLY,0650,01170,01173,Gex,01,,,01173000AM0063,,,161,,98,,,,,,,,2,3,Dépendance,,0,,,,,,6.056466,46.324429
2024-7010,2024-07-15,000001,Vente,329000,346,,RUE DE PRE BAILLY,0650,01170,01173,Gex,01,,,01173000AM0063,,,161,,98,,,,,,,,2,2,Appartement,68,3,,,,,,6.056466,46.324429
2024-7012,2024-07-17,000001,Vente,360600,195,,RUE DE GENEVE,0360,01170,01173,Gex,01,,,01173000AH0036,,,42,,65,,,,,,,,2,3,Dépendance,,0,,,,,,6.059729,46.330925
2024-7012,2024-07-17,000001,Vente,360600,195,,RUE DE GENEVE,0360,01170,01173,Gex,01,,,01173000AH0036,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.059729,46.330925
2024-7012,2024-07-17,000001,Vente,360600,195,,RUE DE GENEVE,0360,01170,01173,Gex,01,,,01173000AH0036,,,42,,65,,,,,,,,2,2,Appartement,76,3,,,,,,6.059729,46.330925
2024-7027,2024-07-26,000001,Vente en l'état futur d'achèvement,342000,,,LES CONTAMINES,B017,01170,01173,Gex,01,,,01173000AK0211,,,13,,,,,,,,,,1,2,Appartement,63,3,,,,,,6.055678,46.332026
2024-7027,2024-07-26,000001,Vente en l'état futur d'achèvement,342000,,,LES CONTAMINES,B017,01170,01173,Gex,01,,,01173000AK0211,,,74,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.055678,46.332026
2024-7044,2024-07-11,000001,Vente en l'état futur d'achèvement,26500,,,,,,01173,Gex,01,,,01173000AI0763,,,3,,,,,,,,,,1,,,,,,,,,,6.059273,46.332618
2024-7133,2024-07-19,000001,Vente,125000,214,,PL PERDTEMPS,0640,01170,01173,Gex,01,,,01173000AI0234,,,12,24.9,,,,,,,,,1,2,Appartement,24,1,,,,,,6.057172,46.335429
2024-7164,2024-07-17,000001,Vente,430000,85,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0236,,,19,94.96,,,,,,,,,1,2,Appartement,95,4,,,,,,6.056815,46.339469
2024-7164,2024-07-17,000001,Vente,430000,85,,RUE DE CHATEAU GAGNEUR,0101,01170,01173,Gex,01,,,01173000AB0236,,,96,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.056815,46.339469
2024-7188,2024-07-25,000001,Vente,150000,11,,RUE LEONE DE JOINVILLE,0520,01170,01173,Gex,01,,,01173000AI0053,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,623,6.056932,46.331871
2024-7188,2024-07-25,000001,Vente,150000,11,,RUE LEONE DE JOINVILLE,0520,01170,01173,Gex,01,,,01173000AI0053,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,623,6.056932,46.331871
2024-7188,2024-07-25,000001,Vente,150000,11,,RUE LEONE DE JOINVILLE,0520,01170,01173,Gex,01,,,01173000AI0053,,,,,,,,,,,,,0,1,Maison,80,3,S,sols,,,623,6.056932,46.331871
2024-7188,2024-07-25,000001,Vente,150000,11,,RUE LEONE DE JOINVILLE,0520,01170,01173,Gex,01,,,01173000AI0053,,,,,,,,,,,,,0,1,Maison,32,2,S,sols,,,623,6.056932,46.331871
2024-7188,2024-07-25,000001,Vente,150000,11,,RUE LEONE DE JOINVILLE,0520,01170,01173,Gex,01,,,01173000AI0053,,,,,,,,,,,,,0,2,Appartement,75,3,S,sols,,,623,6.056932,46.331871
2024-7232,2024-07-31,000001,Vente,25000,9001,,PL DU JURA,0500,01170,01173,Gex,01,,,01173000AI0551,,,117,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.058695,46.332212
2024-7234,2024-08-02,000001,Vente,276000,107,,RUE DES ACACIAS,0022,01170,01173,Gex,01,,,01173000AI0550,,,95,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.058357,46.332454
2024-7234,2024-08-02,000001,Vente,276000,107,,RUE DES ACACIAS,0022,01170,01173,Gex,01,,,01173000AI0550,,,174,,224,,,,,,,,2,2,Appartement,71,3,,,,,,6.058357,46.332454
2024-7234,2024-08-02,000001,Vente,276000,107,,RUE DES ACACIAS,0022,01170,01173,Gex,01,,,01173000AI0550,,,174,,224,,,,,,,,2,3,Dépendance,,0,,,,,,6.058357,46.332454
2024-7239,2024-07-24,000001,Vente,675000,,,SARASIN,B089,01170,01173,Gex,01,,,01173000AY0290,,,,,,,,,,,,,0,,,,,S,sols,,,325,6.08933,46.322507
2024-7239,2024-07-24,000001,Vente,675000,189,,IMP DES BLES,1095,01170,01173,Gex,01,,,01173000AY0529,,,,,,,,,,,,,0,1,Maison,127,5,S,sols,,,247,6.090144,46.322807
2024-7239,2024-07-24,000001,Vente,675000,,,SARASIN,B089,01170,01173,Gex,01,,,01173000AY0531,,,,,,,,,,,,,0,,,,,S,sols,,,721,6.089941,46.322668
2024-7258,2024-07-31,000001,Vente,186812,333,,RUE DE GENEVE,0360,01170,01173,Gex,01,,,01173000AH0024,,,86,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.059932,46.329363
2024-7258,2024-07-31,000001,Vente,186812,333,,RUE DE GENEVE,0360,01170,01173,Gex,01,,,01173000AH0024,,,19,,,,,,,,,,1,2,Appartement,54,2,,,,,,6.059932,46.329363
